Name,Possible Other Name,Associated School,School Address,State,Start Date,End Date,Currently Operating,BSDC_Housing,BSDC_Education,BSDC_Federal_Support,BSDC_Timeframe,ST_Government,ST_Tribal,ST_Boarding_School,ST_Day_School,ST_Contract,ST_Mission,ST_Sanatorium,ST_Dormitory,ST_Training,ST_Jail,ST_Reservation,ST_Nonreservation,ST_College,ST_Residential,ST_Grant,ST_Health,ST_Industrial_Shool,ST_Farm,ST_Orphanage,ST_Seminary,ST_State,ST_Normal,ST_Vocational,ST_Independent,ST_Private
Absentee Shawnee Boarding School,,,"Shawnee, Oklahoma",OK,1871,1917,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Ah-Gwah-Ching Sanatorium and School,"Consolidated Chippewa Sanatorium, USPHS Minnesota State Indian Sanatorium, Minnesota Sanatorium for Consumptives",,"Onigum, Minnesota",MN,1907,2008,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Alamo Navajo School,"Alamo Boarding School, Alamo Navajo Day School, Alamo Navajo Community School, Alamo Navajo School Board, Inc.",,"Alamo, New Mexico",NM,1930,,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Albuquerque Indian School,"ndian Pueblo Training School, Fisk Institute, Fiske Institute, Albuquerque Industrial Boarding School, Albuquerque Training School, Albuquerque Boarding School",Indian Pueblo Training School,"Albuquerque, New Mexico",NM,1882,1981,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
American Indian Institute,Roe Indian Institute,,"Wichita, Kansas",KS,1915,1939,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Anaheim Boarding School,,,"Anaheim, California",CA,1885,1885,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Aneth Boarding and Day School,Aneth Community School,,"Montezuma Creek, Utah",UT,1935,,BIE Operated,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Anvik Mission,Christ Church Mission,,"Anvik, Alaska",AK,1892,1960,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Arapaho Boarding and Day School,Northern Arapahoe Boarding School,Shoshone Boarding and Day School,"Fort Washakie, Wyoming",WY,1878,1881,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Arapaho Manual Labor and Boarding School,"Arapaho Industrial Boarding School, Arapaho Boarding School","Concho Indian Boarding School, Cheyenne Manual Labor and Boarding School","El Reno, Oklahoma",OK,1872,1909,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Armstrong Academy,"Armstrong Male Orphan Academy, Armstrong Male Academy",,"Bokchito, Oklahoma",OK,1844,1921,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Asbury Manual Labor School and Mission,Fort Mitchell,Eufaula Boarding School,"Fort Mitchell, Alabama",AL,1822,1830,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Asbury Manual Labor Schoo,,Eufaula Boarding School,"Eufaula, Oklahoma",OK,1847,1887,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Ascension Girls Boarding School,"Indian School at Iyakaptope, Indian School at Iyakaptapi",,"Spring Grove, South Dakota",SD,1960,1887,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Baca Boarding and Day School,"Baca Community School, Baca/Thoreau (Dlo'Ay Azhi) Community School, Baca/Dlo'Ay Azhi Consolidated Community School, Baca/Dlo'Ay Azhi Community School",Thoreau Boarding School,"Prewitt, New Mexico",NM,1935,,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Baraga Chippewa Boarding and Day School,"Chippewa Mission, Holy Name Boarding and Day School",,"Baraga, Michigan",MI,1884,1902,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bayfield Mission Boarding and Day School,Holy Family Mission School,,"Bayfield, Wisconsin",WI,1880,1999,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Beclabito Boarding School,Beclabito Day School,,"Beclabito, New Mexico",NM,1935,,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bena Boarding School,,,"Bena, Minnesota",MN,1901,1911,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bethel Mission School,,,"McCool, Mississippi",MS,1822,1827,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bismarck Indian School,"Mandan Indian School, Bismarck Boarding School, Blamarck School",,"Bismarck, North Dakota",ND,1908,1937,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Blackfeet Agency Boarding and Day School,,Cut Bank Creek Boarding School,"Browning, Montana",MT,1883,1992,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cut Bank Creek Boarding School,"Cut Bank Boarding School, Cut Bank Creek Boarding and Day School, Blackfeet Boarding Dormitory and School, Blackfeet Dormitory",Blackfeet Agency Boarding and Day School,"Browning, Montana",MT,1902,,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bloomfield Female Academy,"Bloomfield Female Seminary, Bloomfield Academy for Girls, Hargrove College","Carter Seminary, Chickasaw Children's Village","Achille, Oklahoma",OK,1853,1914,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Blue Canyon School,"Blue Cañon School, Blue Canyon Day School, Blue Canyon Boarding School, Western Navajo or Navaho Training School, Western Navajo or Navaho Boarding School",Tuba City Boarding School,"Blue Canyon, Arizona",AZ,1897,1903,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Brainerd Mission School,"Brainard Mission School, Chickamauga Mission",,"Chattanooga, Tennessee",TN,1817,1838,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Burney Institute,"Lebanon Orphan School, Chickasaw Orphan Home and Manual Labor School, Burney Institute for Girls",,"Lebanon, Oklahoma",OK,1854,1910,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C. L. Halls' Congregational Mission Home School - Village,"Charles Lemon Hall, Fort Berthold Mission Boarding and Day School, Fort Berthold Indian Mission School",C. L. Halls' Congregational Mission Home School - Elbowoods,"White Shield, North Dakota",ND,1876,1892,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C. L. Halls' Congregational Mission Home School - Elbowoods,"Charles Lemon Hall, Fort Berthold Mission Boarding and Day School, Fort Berthold Indian Mission School",C. L. Halls' Congregational Mission Home School - Village,"Elbowoods, North Dakota",ND,1892,1940,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cache Creek Mission School,Cache Creek Boarding,,"Apache, Oklahoma",OK,1885,1910,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Canoncito Boarding School,"Canoncito School, TóHajiilee Community School",,"To'Hajiilee, New Mexico",NM,1935,,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cantonment Boarding School,,,"Canton, Oklahoma",OK,1889,1927,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cantonment Boarding School,"Mennonite Boarding, Mennonite Manual Labor and Boarding School at Cantonment",,"Canton, Oklahoma",OK,1889,1927,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Carlisle Indian Industrial School,Carlisle Training School,,"Carlisle, Pennsylvania",PA,1879,1918,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Carter Seminary,"Bloomfield Female Seminary, Carter Seminary Ardmore","Bloomfield Female Academy, Chickasaw Children's Village","Ardmore, Oklahoma",OK,1917,2000,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cass Lake Boarding School,,,"Cass Lake, Minnesota",MN,1901,1936,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Castleton Academy,Castleton University,,"Castleton, Vermont",VT,1828,1831,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Catholic Otchippewa Boarding School,Otchippewa Day and Orphan Boarding,,"Schoolcraft County, Michigan",MI,1883,1888,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chamberlain Indian School,,St. Joseph's Indian School,"Chamberlain, South Dakota",SD,1898,1909,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Charity Hall Mission School,,,"Amory, Mississippi",MS,1820,1830,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Charles H. Burke Indian School,"Fort Wingate Boarding School, Wingate Indian School","Manuelito Dormitory, Wingate High School, Wingate Elementary School","Fort Wingate, New Mexico",NM,1925,,BIE Operated,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wingate High School,"Fort Wingate Vocational High School, Wingate Vocational High School, Wingate Vocational School",Charles H. Burke Indian School,"Fort Wingate, New Mexico",NM,1965,,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Cheechilgeetho Boarding School,"Cheechilgeetho Day School, Chi Chil Tah Community School, Chichiltah-Jones Ranch Community School, Chi chil tah/Jones Ranch Community School",Jones Ranch Day School,"Vanderwagen, New Mexico",NM,1935,,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chehalis Boarding and Day School,"Chehalis School, Puyallup-Chehalis School",,"Oakville, Washington",WA,1891,1920,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Boarding School,"Eastern Cherokee School, Eastern Cherokee Training School, Cherokee Central",,"Cherokee, North Carolina",NC,1881,1954,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Colored Boarding School,Cherokee Colored High School,,"Tahlequah, Oklahoma",OK,1879,1910,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Female Seminary - Park Hill,Cherokee Academy,Cherokee Female Seminary - Tahlequah,"Park Hill, Oklahoma",OK,1851,1889,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Female Seminary - Tahlequah,Cherokee Academy,Cherokee Female Seminary - Park Hill,"Tahlequah, Oklahoma",OK,1889,1910,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Male Seminary,,,"Tahlequah, Oklahoma",OK,1851,1910,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cherokee Orphan Training School,"Cherokee Indian Orphan Asylum and School, Cherokee Orphan Asylum, Cherokee Orphan Academy",,"Salina, Oklahoma",OK,1871,1923,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cheyenne and Arapaho Boarding School,Concho Indian Boarding School,"Arapaho Manual Labor and Boarding School, Cheyenne Manual Labor and Boarding School","El Reno, Oklahoma",OK,1909,1983,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cheyenne Manual Labor and Boarding School,"Cheyenne Industrial School, Cheyenne Boarding School","Concho Indian Boarding School, Arapaho Manual Labor and Boarding School","Caddo Springs, Oklahoma",OK,1879,1909,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cheyenne River Agency Boarding School,Forest City Boarding School,Cheyenne-Eagle Butte Boarding School,"Forest City, South Dakota",SD,1893,1959,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cheyenne-Eagle Butte Boarding School,"Cheyenne River Community School, Cheyenne-Eagle Butte School",Cheyenne River Agency Boarding School,"Eagle Butte, South Dakota",SD,1959,,BIE Operated,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chickasaw Manual Labor Academy,"Chickasaw Male Academy, Chickasaw Manual Labor Academy, McKendree Academy, Chickasaw Manual Labor Academy for Boys, Harley Academy",Harley Institute,"Tishomingo, Oklahoma",OK,1850,1888,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Harley Institute,"Harley Academy, Robinson Academy",Chickasaw Manual Labor Academy,"Tishomingo, Oklahoma",OK,1889,1911,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chilocco Indian Agricultural School,"Haworth Institute, Chilocco Indian Industrial School, Chilocco Indian Agricultural School, Chilocco Indian School, Chilocco Training",,"Newkirk, Oklahoma",OK,1884,1980,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Chinle Boarding School,"Chinle School, Chin Lee",Many Farms Community School,"Chinle, Arizona",AZ,1910,1975,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chinle Boarding School,"Chinle School, Chin Lee, Many Farms Elementary School Facility",Many Farms Community School,"Many Farms, Arizona",AZ,1976,2012,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chishoktak Boarding and Day School,,,"Bennington, Oklahoma",OK,1904,1911,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Choctaw Central Indian School,Choctaw Central Middle and High School*,,"Choctaw, Mississippi",MS,1963,,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Choctaw Indian Academy,,,"Georgetown, Kentucky",KY,1825,1845,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chuska Boarding School,"Choshgai Boarding School, Ch'ooshgai_Chuska Community School, Chuska_Tohatchi Consolidated School Ch'Ooshgai Community School",Tohatchi Boarding School,"Tohatchi, New Mexico",NM,1965,,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Colbert Institute,,Collins Institute,"Perryville, Oklahoma",OK,1854,1856,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Collins Institute,Colbert Institute,Colbert Institute,"Frisco, Oklahoma",OK,1856,1917,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Colorado River Boarding School,"Colorado River School, Colorado River Agency Boarding School",,"Parker, Arizona",AZ,1879,1934,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Colville Mission School,"Colville Boys' School, Colville Girls School, Colville Sanitarium",,"Kettle Falls, Washington",WA,1887,1911,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Copper Valley Boarding School,,,"Glennallen, Alaska",AK,1956,1971,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Covenant of our Lady of the Lake,Graceville,,"Graceville, Minnesota",MN,1885,1899,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Coweta Boarding School,Kowetah Mission Kowetah Manual Labor Boarding School,,"Coweta, Oklahoma",OK,1843,1909,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Coyote Canyon Boarding and Day School,,,"Brimhall, New Mexico",NM,1935,1965,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Creek Orphan Home,Creek Orphan Asylum,,"Okmulgee, Oklahoma",OK,1891,1908,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cross Lake Indian Residential School,"Ponemah Boarding School, Crosslake Boarding School",,"Ponemah, Minnesota",MN,1901,1936,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Crow Agency Boarding School - Absarokee,,Crow Agency Boarding School,"Absarokee, Montana",MT,1873,1883,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Crow Agency Boarding School,"Crow Agency Public School, Crow Boarding School",Crow Agency Boarding School - Absarokee,"Crow Agency, Montana",MT,1883,1922,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Crow Creek Agency Boarding School,"Crow Creek Industrial Boarding School, Fort Thompson Community School, Fort Thompson Indian School, Fort Thompson Vocational Day School, Fort Thompson Vocational Boarding and Day School, Victory No. 8 School District",,"Fort Thompson, South Dakota",SD,1880,1920,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Crystal Boarding School,,,"Navajo, New Mexico",NM,1933,,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cushman Indian School,"Cushman Indian Trades School, Puyallup Indian School, Puyallup Boarding School",Puyallup Indian School,"Tacoma, Washington",WA,1869,1920,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Darlington Mission School,"Mennonite Boarding (Agency), Mennonite Manual Labor and Boarding School (Agency)",,"El Reno, Oklahoma",OK,1881,1902,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Dennehotso Boarding School,,,"Dennehotso, Arizona",AZ,1960,,BIE Operated,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Dilcon Boarding School,Dilcon Community School,,"Winslow, Arizona",AZ,1953,,"Tribally controlled, BIE school",Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Douglas Island Friends Mission School,,Mayflower School,"Juneau, Alaska",AK,1892,1926,N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Presbyterian Mission School,,Dwight Indian Training School,"Russellville, Arkansas",AR,1820,,N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
Dzilth-Na-O-Dith-Hle Community School,Dzilth-Na-O-Dith-Hle Community Grant School,,"Bloomfield, New Mexico",NM,1968,,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Eklutna Industrial School,"Eklutna Orphanage, Eklutna Indian Vocational Industrial School, Eklutna Native School, Eklutna Vocational School",,"Eklutna, Alaska",AK,1924,1946,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
El Meta Bond College,El Meta Christian College,,"Minco, Oklahoma",OK,1894,1920,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
